UF,Tipo Crime,Ano,Mês,Vítimas
Ceará,Roubo seguido de morte (latrocínio),2015,agosto,3
Ceará,Roubo seguido de morte (latrocínio),2015,setembro,9
Ceará,Roubo seguido de morte (latrocínio),2015,outubro,8
Ceará,Roubo seguido de morte (latrocínio),2015,novembro,6
Ceará,Roubo seguido de morte (latrocínio),2015,dezembro,7
Ceará,Roubo seguido de morte (latrocínio),2016,janeiro,7
Ceará,Roubo seguido de morte (latrocínio),2016,fevereiro,10
Ceará,Roubo seguido de morte (latrocínio),2016,março,4
Ceará,Roubo seguido de morte (latrocínio),2016,abril,10
Ceará,Roubo seguido de morte (latrocínio),2016,maio,7
Ceará,Roubo seguido de morte (latrocínio),2016,junho,11
Ceará,Roubo seguido de morte (latrocínio),2016,julho,2
Ceará,Roubo seguido de morte (latrocínio),2016,agosto,10
Ceará,Roubo seguido de morte (latrocínio),2016,setembro,4
Ceará,Roubo seguido de morte (latrocínio),2016,outubro,6
Ceará,Roubo seguido de morte (latrocínio),2016,novembro,10
Ceará,Roubo seguido de morte (latrocínio),2016,dezembro,7
Ceará,Roubo seguido de morte (latrocínio),2017,janeiro,11
Ceará,Roubo seguido de morte (latrocínio),2017,fevereiro,3
Ceará,Roubo seguido de morte (latrocínio),2017,março,5
Ceará,Roubo seguido de morte (latrocínio),2017,abril,7
Ceará,Roubo seguido de morte (latrocínio),2017,maio,8
Ceará,Roubo seguido de morte (latrocínio),2017,junho,12
Ceará,Roubo seguido de morte (latrocínio),2017,julho,12
Ceará,Roubo seguido de morte (latrocínio),2017,agosto,9
Ceará,Roubo seguido de morte (latrocínio),2017,setembro,7
Ceará,Roubo seguido de morte (latrocínio),2017,outubro,2
Ceará,Roubo seguido de morte (latrocínio),2017,novembro,8
Ceará,Roubo seguido de morte (latrocínio),2017,dezembro,4
Ceará,Roubo seguido de morte (latrocínio),2018,janeiro,7
Ceará,Roubo seguido de morte (latrocínio),2018,fevereiro,2
Ceará,Roubo seguido de morte (latrocínio),2018,março,3
Ceará,Roubo seguido de morte (latrocínio),2018,abril,4
Ceará,Roubo seguido de morte (latrocínio),2018,maio,7
Ceará,Roubo seguido de morte (latrocínio),2018,junho,2
Ceará,Roubo seguido de morte (latrocínio),2018,julho,2
Ceará,Roubo seguido de morte (latrocínio),2018,agosto,1
Ceará,Roubo seguido de morte (latrocínio),2018,setembro,3
Ceará,Roubo seguido de morte (latrocínio),2018,outubro,4
Ceará,Roubo seguido de morte (latrocínio),2018,novembro,7
Ceará,Roubo seguido de morte (latrocínio),2018,dezembro,11
Ceará,Roubo seguido de morte (latrocínio),2019,janeiro,3
Ceará,Roubo seguido de morte (latrocínio),2019,fevereiro,4
Ceará,Roubo seguido de morte (latrocínio),2019,março,4
Ceará,Roubo seguido de morte (latrocínio),2019,abril,5
Ceará,Roubo seguido de morte (latrocínio),2019,maio,1
Ceará,Roubo seguido de morte (latrocínio),2019,junho,4
Ceará,Roubo seguido de morte (latrocínio),2019,julho,2
Ceará,Roubo seguido de morte (latrocínio),2019,agosto,1
Ceará,Roubo seguido de morte (latrocínio),2019,setembro,4
Ceará,Roubo seguido de morte (latrocínio),2019,outubro,3
Ceará,Roubo seguido de morte (latrocínio),2019,novembro,4
Ceará,Roubo seguido de morte (latrocínio),2019,dezembro,2
Ceará,Roubo seguido de morte (latrocínio),2020,janeiro,7
Ceará,Roubo seguido de morte (latrocínio),2020,fevereiro,6
Ceará,Roubo seguido de morte (latrocínio),2020,março,4
Distrito Federal,Homicídio doloso,2015,janeiro,82
Distrito Federal,Homicídio doloso,2015,fevereiro,48
Distrito Federal,Homicídio doloso,2015,março,61
Distrito Federal,Homicídio doloso,2015,abril,64
Distrito Federal,Homicídio doloso,2015,maio,53
Distrito Federal,Homicídio doloso,2015,junho,56
Distrito Federal,Homicídio doloso,2015,julho,50
Distrito Federal,Homicídio doloso,2015,agosto,44
Distrito Federal,Homicídio doloso,2015,setembro,54
Distrito Federal,Homicídio doloso,2015,outubro,68
Distrito Federal,Homicídio doloso,2015,novembro,66
Distrito Federal,Homicídio doloso,2015,dezembro,78
Distrito Federal,Homicídio doloso,2016,janeiro,88
Distrito Federal,Homicídio doloso,2016,fevereiro,57
Distrito Federal,Homicídio doloso,2016,março,57
Distrito Federal,Homicídio doloso,2016,abril,50
Distrito Federal,Homicídio doloso,2016,maio,51
Distrito Federal,Homicídio doloso,2016,junho,50
Distrito Federal,Homicídio doloso,2016,julho,38
Distrito Federal,Homicídio doloso,2016,agosto,63
Distrito Federal,Homicídio doloso,2016,setembro,62
Distrito Federal,Homicídio doloso,2016,outubro,63
Distrito Federal,Homicídio doloso,2016,novembro,55
Distrito Federal,Homicídio doloso,2016,dezembro,61
Distrito Federal,Homicídio doloso,2017,janeiro,43
Distrito Federal,Homicídio doloso,2017,fevereiro,50
Distrito Federal,Homicídio doloso,2017,março,46
Distrito Federal,Homicídio doloso,2017,abril,38
Distrito Federal,Homicídio doloso,2017,maio,29
Distrito Federal,Homicídio doloso,2017,junho,40
Distrito Federal,Homicídio doloso,2017,julho,37
Distrito Federal,Homicídio doloso,2017,agosto,32
Distrito Federal,Homicídio doloso,2017,setembro,42
Distrito Federal,Homicídio doloso,2017,outubro,52
Distrito Federal,Homicídio doloso,2017,novembro,45
Distrito Federal,Homicídio doloso,2017,dezembro,51
Distrito Federal,Homicídio doloso,2018,janeiro,34
Distrito Federal,Homicídio doloso,2018,fevereiro,45
Distrito Federal,Homicídio doloso,2018,março,38
Distrito Federal,Homicídio doloso,2018,abril,37
Distrito Federal,Homicídio doloso,2018,maio,39
Distrito Federal,Homicídio doloso,2018,junho,40
Distrito Federal,Homicídio doloso,2018,julho,34
Distrito Federal,Homicídio doloso,2018,agosto,24
Distrito Federal,Homicídio doloso,2018,setembro,25
Distrito Federal,Homicídio doloso,2018,outubro,44
Distrito Federal,Homicídio doloso,2018,novembro,36
Distrito Federal,Homicídio doloso,2018,dezembro,35
Distrito Federal,Homicídio doloso,2019,janeiro,29
Distrito Federal,Homicídio doloso,2019,fevereiro,28
Distrito Federal,Homicídio doloso,2019,março,43
Distrito Federal,Homicídio doloso,2019,abril,33
Distrito Federal,Homicídio doloso,2019,maio,36
Distrito Federal,Homicídio doloso,2019,junho,33
Distrito Federal,Homicídio doloso,2019,julho,28
Distrito Federal,Homicídio doloso,2019,agosto,16
Distrito Federal,Homicídio doloso,2019,setembro,29
Distrito Federal,Homicídio doloso,2019,outubro,36
Distrito Federal,Homicídio doloso,2019,novembro,35
Distrito Federal,Homicídio doloso,2019,dezembro,36
Distrito Federal,Homicídio doloso,2020,janeiro,26
Distrito Federal,Homicídio doloso,2020,fevereiro,44
Distrito Federal,Homicídio doloso,2020,março,43
Distrito Federal,Lesão corporal seguida de morte,2015,janeiro,2
Distrito Federal,Lesão corporal seguida de morte,2015,março,1
Distrito Federal,Lesão corporal seguida de morte,2015,junho,2
Distrito Federal,Lesão corporal seguida de morte,2015,outubro,1
Distrito Federal,Lesão corporal seguida de morte,2015,novembro,1
Distrito Federal,Lesão corporal seguida de morte,2016,janeiro,1
Distrito Federal,Lesão corporal seguida de morte,2016,fevereiro,1
Distrito Federal,Lesão corporal seguida de morte,2016,março,1
Distrito Federal,Lesão corporal seguida de morte,2016,abril,1
Distrito Federal,Lesão corporal seguida de morte,2016,maio,1
Distrito Federal,Lesão corporal seguida de morte,2016,setembro,2
Distrito Federal,Lesão corporal seguida de morte,2017,maio,1
Distrito Federal,Lesão corporal seguida de morte,2017,julho,2
Distrito Federal,Lesão corporal seguida de morte,2017,novembro,2
Distrito Federal,Lesão corporal seguida de morte,2018,janeiro,2
Distrito Federal,Lesão corporal seguida de morte,2018,fevereiro,1
Distrito Federal,Lesão corporal seguida de morte,2018,março,1
Distrito Federal,Lesão corporal seguida de morte,2018,maio,1
Distrito Federal,Lesão corporal seguida de morte,2018,outubro,1
Distrito Federal,Lesão corporal seguida de morte,2019,janeiro,1
Distrito Federal,Lesão corporal seguida de morte,2019,março,1
Distrito Federal,Lesão corporal seguida de morte,2019,abril,0
Distrito Federal,Lesão corporal seguida de morte,2019,maio,1
Distrito Federal,Lesão corporal seguida de morte,2019,junho,0
Distrito Federal,Lesão corporal seguida de morte,2019,agosto,0
Distrito Federal,Lesão corporal seguida de morte,2019,setembro,0
Distrito Federal,Lesão corporal seguida de morte,2019,outubro,1
Distrito Federal,Lesão corporal seguida de morte,2019,novembro,0
Distrito Federal,Lesão corporal seguida de morte,2019,dezembro,0
Distrito Federal,Lesão corporal seguida de morte,2020,janeiro,0
Distrito Federal,Lesão corporal seguida de morte,2020,fevereiro,0
Distrito Federal,Lesão corporal seguida de morte,2020,março,0
Distrito Federal,Roubo seguido de morte (latrocínio),2015,janeiro,26
Distrito Federal,Roubo seguido de morte (latrocínio),2015,fevereiro,4
Distrito Federal,Roubo seguido de morte (latrocínio),2015,março,3
Distrito Federal,Roubo seguido de morte (latrocínio),2015,abril,4
Distrito Federal,Roubo seguido de morte (latrocínio),2015,maio,5
Distrito Federal,Roubo seguido de morte (latrocínio),2015,junho,11
Distrito Federal,Roubo seguido de morte (latrocínio),2015,julho,4
Distrito Federal,Roubo seguido de morte (latrocínio),2015,agosto,1
Distrito Federal,Roubo seguido de morte (latrocínio),2015,setembro,3
Distrito Federal,Roubo seguido de morte (latrocínio),2015,outubro,13
Distrito Federal,Roubo seguido de morte (latrocínio),2015,novembro,3
Distrito Federal,Roubo seguido de morte (latrocínio),2015,dezembro,4
Distrito Federal,Roubo seguido de morte (latrocínio),2016,janeiro,8
Distrito Federal,Roubo seguido de morte (latrocínio),2016,fevereiro,3
Distrito Federal,Roubo seguido de morte (latrocínio),2016,março,3
Distrito Federal,Roubo seguido de morte (latrocínio),2016,abril,4
Distrito Federal,Roubo seguido de morte (latrocínio),2016,maio,4
Distrito Federal,Roubo seguido de morte (latrocínio),2016,junho,14
Distrito Federal,Roubo seguido de morte (latrocínio),2016,julho,8
Distrito Federal,Roubo seguido de morte (latrocínio),2016,agosto,7
Distrito Federal,Roubo seguido de morte (latrocínio),2016,setembro,2
Distrito Federal,Roubo seguido de morte (latrocínio),2016,outubro,15
Distrito Federal,Roubo seguido de morte (latrocínio),2016,novembro,5
Distrito Federal,Roubo seguido de morte (latrocínio),2016,dezembro,3
Distrito Federal,Roubo seguido de morte (latrocínio),2017,janeiro,4
Distrito Federal,Roubo seguido de morte (latrocínio),2017,fevereiro,2
Distrito Federal,Roubo seguido de morte (latrocínio),2017,março,5
Distrito Federal,Roubo seguido de morte (latrocínio),2017,abril,2
Distrito Federal,Roubo seguido de morte (latrocínio),2017,maio,5
Distrito Federal,Roubo seguido de morte (latrocínio),2017,junho,1
Distrito Federal,Roubo seguido de morte (latrocínio),2017,julho,2
Distrito Federal,Roubo seguido de morte (latrocínio),2017,agosto,4
Distrito Federal,Roubo seguido de morte (latrocínio),2017,setembro,3
Distrito Federal,Roubo seguido de morte (latrocínio),2017,outubro,5
Distrito Federal,Roubo seguido de morte (latrocínio),2017,novembro,2
Distrito Federal,Roubo seguido de morte (latrocínio),2017,dezembro,2
Distrito Federal,Roubo seguido de morte (latrocínio),2018,fevereiro,5
Distrito Federal,Roubo seguido de morte (latrocínio),2018,março,14
Distrito Federal,Roubo seguido de morte (latrocínio),2018,abril,2
Distrito Federal,Roubo seguido de morte (latrocínio),2018,maio,3
Distrito Federal,Roubo seguido de morte (latrocínio),2018,junho,2
Distrito Federal,Roubo seguido de morte (latrocínio),2018,julho,4
Distrito Federal,Roubo seguido de morte (latrocínio),2018,agosto,2
Distrito Federal,Roubo seguido de morte (latrocínio),2018,setembro,4
Distrito Federal,Roubo seguido de morte (latrocínio),2018,outubro,4
Distrito Federal,Roubo seguido de morte (latrocínio),2018,novembro,8
Distrito Federal,Roubo seguido de morte (latrocínio),2018,dezembro,8
Distrito Federal,Roubo seguido de morte (latrocínio),2019,janeiro,3
Distrito Federal,Roubo seguido de morte (latrocínio),2019,fevereiro,1
Distrito Federal,Roubo seguido de morte (latrocínio),2019,março,4
Distrito Federal,Roubo seguido de morte (latrocínio),2019,abril,0
Distrito Federal,Roubo seguido de morte (latrocínio),2019,maio,3
Distrito Federal,Roubo seguido de morte (latrocínio),2019,junho,1
Distrito Federal,Roubo seguido de morte (latrocínio),2019,julho,2
Distrito Federal,Roubo seguido de morte (latrocínio),2019,agosto,1
Distrito Federal,Roubo seguido de morte (latrocínio),2019,setembro,2
Distrito Federal,Roubo seguido de morte (latrocínio),2019,outubro,4
Distrito Federal,Roubo seguido de morte (latrocínio),2019,novembro,0
Distrito Federal,Roubo seguido de morte (latrocínio),2019,dezembro,3
Distrito Federal,Roubo seguido de morte (latrocínio),2020,janeiro,6
Distrito Federal,Roubo seguido de morte (latrocínio),2020,fevereiro,5
Distrito Federal,Roubo seguido de morte (latrocínio),2020,março,7
Espírito Santo,Homicídio doloso,2015,janeiro,142
Espírito Santo,Homicídio doloso,2015,fevereiro,149
Espírito Santo,Homicídio doloso,2015,março,154
Espírito Santo,Homicídio doloso,2015,abril,122
Espírito Santo,Homicídio doloso,2015,maio,97
Espírito Santo,Homicídio doloso,2015,junho,72
Espírito Santo,Homicídio doloso,2015,julho,120
Espírito Santo,Homicídio doloso,2015,agosto,103
Espírito Santo,Homicídio doloso,2015,setembro,105
Espírito Santo,Homicídio doloso,2015,outubro,109
Espírito Santo,Homicídio doloso,2015,novembro,108
Espírito Santo,Homicídio doloso,2015,dezembro,111
Espírito Santo,Homicídio doloso,2016,janeiro,94
Espírito Santo,Homicídio doloso,2016,fevereiro,122
Espírito Santo,Homicídio doloso,2016,março,114
Espírito Santo,Homicídio doloso,2016,abril,100
Espírito Santo,Homicídio doloso,2016,maio,100
Espírito Santo,Homicídio doloso,2016,junho,78
Espírito Santo,Homicídio doloso,2016,julho,87
Espírito Santo,Homicídio doloso,2016,agosto,105
Espírito Santo,Homicídio doloso,2016,setembro,102
Espírito Santo,Homicídio doloso,2016,outubro,93
Espírito Santo,Homicídio doloso,2016,novembro,78
Espírito Santo,Homicídio doloso,2016,dezembro,105
Espírito Santo,Homicídio doloso,2017,janeiro,97
Espírito Santo,Homicídio doloso,2017,fevereiro,225
Espírito Santo,Homicídio doloso,2017,março,130
Espírito Santo,Homicídio doloso,2017,abril,134
Espírito Santo,Homicídio doloso,2017,maio,97
Espírito Santo,Homicídio doloso,2017,junho,100
Espírito Santo,Homicídio doloso,2017,julho,93
Espírito Santo,Homicídio doloso,2017,agosto,116
Espírito Santo,Homicídio doloso,2017,setembro,91
Espírito Santo,Homicídio doloso,2017,outubro,115
Espírito Santo,Homicídio doloso,2017,novembro,105
Espírito Santo,Homicídio doloso,2017,dezembro,102
Espírito Santo,Homicídio doloso,2018,janeiro,115
Espírito Santo,Homicídio doloso,2018,fevereiro,100
Espírito Santo,Homicídio doloso,2018,março,112
Espírito Santo,Homicídio doloso,2018,abril,94
Espírito Santo,Homicídio doloso,2018,maio,89
Espírito Santo,Homicídio doloso,2018,junho,99
Espírito Santo,Homicídio doloso,2018,julho,67
Espírito Santo,Homicídio doloso,2018,agosto,85
Espírito Santo,Homicídio doloso,2018,setembro,90
Espírito Santo,Homicídio doloso,2018,outubro,93
Espírito Santo,Homicídio doloso,2018,novembro,79
Espírito Santo,Homicídio doloso,2018,dezembro,83
Espírito Santo,Homicídio doloso,2019,janeiro,103
Espírito Santo,Homicídio doloso,2019,fevereiro,94
Espírito Santo,Homicídio doloso,2019,março,86
Espírito Santo,Homicídio doloso,2019,abril,77
Espírito Santo,Homicídio doloso,2019,maio,77
Espírito Santo,Homicídio doloso,2019,junho,58
Espírito Santo,Homicídio doloso,2019,julho,62
Espírito Santo,Homicídio doloso,2019,agosto,71
Espírito Santo,Homicídio doloso,2019,setembro,73
Espírito Santo,Homicídio doloso,2019,outubro,89
Espírito Santo,Homicídio doloso,2019,novembro,95
Espírito Santo,Homicídio doloso,2019,dezembro,92
Espírito Santo,Homicídio doloso,2020,janeiro,94
Espírito Santo,Homicídio doloso,2020,fevereiro,110
Espírito Santo,Homicídio doloso,2020,março,140
Espírito Santo,Lesão corporal seguida de morte,2015,janeiro,2
Espírito Santo,Lesão corporal seguida de morte,2015,fevereiro,1
Espírito Santo,Lesão corporal seguida de morte,2015,março,0
Espírito Santo,Lesão corporal seguida de morte,2015,abril,1
Espírito Santo,Lesão corporal seguida de morte,2015,maio,3
Espírito Santo,Lesão corporal seguida de morte,2015,junho,0
Espírito Santo,Lesão corporal seguida de morte,2015,julho,4
Espírito Santo,Lesão corporal seguida de morte,2015,agosto,2
Espírito Santo,Lesão corporal seguida de morte,2015,setembro,0
Espírito Santo,Lesão corporal seguida de morte,2015,outubro,1
Espírito Santo,Lesão corporal seguida de morte,2015,novembro,0
Espírito Santo,Lesão corporal seguida de morte,2015,dezembro,2
Espírito Santo,Lesão corporal seguida de morte,2016,janeiro,3
Espírito Santo,Lesão corporal seguida de morte,2016,fevereiro,0
Espírito Santo,Lesão corporal seguida de morte,2016,março,2
Espírito Santo,Lesão corporal seguida de morte,2016,abril,0
Espírito Santo,Lesão corporal seguida de morte,2016,maio,1
Espírito Santo,Lesão corporal seguida de morte,2016,junho,1
Espírito Santo,Lesão corporal seguida de morte,2016,julho,5
Espírito Santo,Lesão corporal seguida de morte,2016,agosto,0
Espírito Santo,Lesão corporal seguida de morte,2016,setembro,0
Espírito Santo,Lesão corporal seguida de morte,2016,outubro,0
Espírito Santo,Lesão corporal seguida de morte,2016,novembro,2
Espírito Santo,Lesão corporal seguida de morte,2016,dezembro,2
Espírito Santo,Lesão corporal seguida de morte,2017,janeiro,1
Espírito Santo,Lesão corporal seguida de morte,2017,fevereiro,2
Espírito Santo,Lesão corporal seguida de morte,2017,março,0
Espírito Santo,Lesão corporal seguida de morte,2017,abril,0
Espírito Santo,Lesão corporal seguida de morte,2017,maio,1
Espírito Santo,Lesão corporal seguida de morte,2017,junho,1
Espírito Santo,Lesão corporal seguida de morte,2017,julho,1
Espírito Santo,Lesão corporal seguida de morte,2017,agosto,0
Espírito Santo,Lesão corporal seguida de morte,2017,setembro,1
Espírito Santo,Lesão corporal seguida de morte,2017,outubro,0
Espírito Santo,Lesão corporal seguida de morte,2017,novembro,2
Espírito Santo,Lesão corporal seguida de morte,2017,dezembro,1
Espírito Santo,Lesão corporal seguida de morte,2018,janeiro,0
Espírito Santo,Lesão corporal seguida de morte,2018,fevereiro,1
Espírito Santo,Lesão corporal seguida de morte,2018,março,1
Espírito Santo,Lesão corporal seguida de morte,2018,abril,2
Espírito Santo,Lesão corporal seguida de morte,2018,maio,0
Espírito Santo,Lesão corporal seguida de morte,2018,junho,0
Espírito Santo,Lesão corporal seguida de morte,2018,julho,0
Espírito Santo,Lesão corporal seguida de morte,2018,agosto,2
Espírito Santo,Lesão corporal seguida de morte,2018,setembro,1
Espírito Santo,Lesão corporal seguida de morte,2018,outubro,0
Espírito Santo,Lesão corporal seguida de morte,2018,novembro,1
Espírito Santo,Lesão corporal seguida de morte,2018,dezembro,1
Espírito Santo,Lesão corporal seguida de morte,2019,janeiro,0
Espírito Santo,Lesão corporal seguida de morte,2019,fevereiro,0
Espírito Santo,Lesão corporal seguida de morte,2019,março,1
Espírito Santo,Lesão corporal seguida de morte,2019,maio,13
Espírito Santo,Lesão corporal seguida de morte,2019,junho,2
Espírito Santo,Lesão corporal seguida de morte,2019,julho,1
Espírito Santo,Lesão corporal seguida de morte,2019,agosto,2
Espírito Santo,Lesão corporal seguida de morte,2019,outubro,0
Espírito Santo,Lesão corporal seguida de morte,2020,janeiro,3
Espírito Santo,Lesão corporal seguida de morte,2020,fevereiro,1
Espírito Santo,Lesão corporal seguida de morte,2020,março,3
Espírito Santo,Roubo seguido de morte (latrocínio),2015,janeiro,5
Espírito Santo,Roubo seguido de morte (latrocínio),2015,fevereiro,2
Espírito Santo,Roubo seguido de morte (latrocínio),2015,março,6
Espírito Santo,Roubo seguido de morte (latrocínio),2015,abril,1
Espírito Santo,Roubo seguido de morte (latrocínio),2015,maio,3
Espírito Santo,Roubo seguido de morte (latrocínio),2015,junho,2
Espírito Santo,Roubo seguido de morte (latrocínio),2015,julho,3
Espírito Santo,Roubo seguido de morte (latrocínio),2015,agosto,5
Espírito Santo,Roubo seguido de morte (latrocínio),2015,setembro,3
Espírito Santo,Roubo seguido de morte (latrocínio),2015,outubro,2
Espírito Santo,Roubo seguido de morte (latrocínio),2015,novembro,3
Espírito Santo,Roubo seguido de morte (latrocínio),2015,dezembro,2
Espírito Santo,Roubo seguido de morte (latrocínio),2016,janeiro,8
Espírito Santo,Roubo seguido de morte (latrocínio),2016,fevereiro,5
Espírito Santo,Roubo seguido de morte (latrocínio),2016,março,8
Espírito Santo,Roubo seguido de morte (latrocínio),2016,abril,5
Espírito Santo,Roubo seguido de morte (latrocínio),2016,maio,5
Espírito Santo,Roubo seguido de morte (latrocínio),2016,junho,1
Espírito Santo,Roubo seguido de morte (latrocínio),2016,julho,3
Espírito Santo,Roubo seguido de morte (latrocínio),2016,agosto,3
Espírito Santo,Roubo seguido de morte (latrocínio),2016,setembro,3
Espírito Santo,Roubo seguido de morte (latrocínio),2016,outubro,5
Espírito Santo,Roubo seguido de morte (latrocínio),2016,novembro,4
Espírito Santo,Roubo seguido de morte (latrocínio),2016,dezembro,6
Espírito Santo,Roubo seguido de morte (latrocínio),2017,janeiro,0
Espírito Santo,Roubo seguido de morte (latrocínio),2017,fevereiro,7
Espírito Santo,Roubo seguido de morte (latrocínio),2017,março,8
Espírito Santo,Roubo seguido de morte (latrocínio),2017,abril,4
Espírito Santo,Roubo seguido de morte (latrocínio),2017,maio,3
Espírito Santo,Roubo seguido de morte (latrocínio),2017,junho,3
Espírito Santo,Roubo seguido de morte (latrocínio),2017,julho,7
Espírito Santo,Roubo seguido de morte (latrocínio),2017,agosto,4
Espírito Santo,Roubo seguido de morte (latrocínio),2017,setembro,1
Espírito Santo,Roubo seguido de morte (latrocínio),2017,outubro,1
Espírito Santo,Roubo seguido de morte (latrocínio),2017,novembro,2
Espírito Santo,Roubo seguido de morte (latrocínio),2017,dezembro,5
Espírito Santo,Roubo seguido de morte (latrocínio),2018,janeiro,3
Espírito Santo,Roubo seguido de morte (latrocínio),2018,fevereiro,3
Espírito Santo,Roubo seguido de morte (latrocínio),2018,março,6
Espírito Santo,Roubo seguido de morte (latrocínio),2018,abril,4
Espírito Santo,Roubo seguido de morte (latrocínio),2018,maio,2
Espírito Santo,Roubo seguido de morte (latrocínio),2018,junho,2
Espírito Santo,Roubo seguido de morte (latrocínio),2018,julho,3
Espírito Santo,Roubo seguido de morte (latrocínio),2018,agosto,1
Espírito Santo,Roubo seguido de morte (latrocínio),2018,setembro,3
Espírito Santo,Roubo seguido de morte (latrocínio),2018,outubro,3
Espírito Santo,Roubo seguido de morte (latrocínio),2018,novembro,3
Espírito Santo,Roubo seguido de morte (latrocínio),2018,dezembro,1
Espírito Santo,Roubo seguido de morte (latrocínio),2019,janeiro,0
Espírito Santo,Roubo seguido de morte (latrocínio),2019,fevereiro,3
Espírito Santo,Roubo seguido de morte (latrocínio),2019,março,4
Espírito Santo,Roubo seguido de morte (latrocínio),2019,abril,2
Espírito Santo,Roubo seguido de morte (latrocínio),2019,maio,0
Espírito Santo,Roubo seguido de morte (latrocínio),2019,junho,4
Espírito Santo,Roubo seguido de morte (latrocínio),2019,julho,0
Espírito Santo,Roubo seguido de morte (latrocínio),2019,agosto,1
Espírito Santo,Roubo seguido de morte (latrocínio),2019,outubro,0
Espírito Santo,Roubo seguido de morte (latrocínio),2019,dezembro,1
Espírito Santo,Roubo seguido de morte (latrocínio),2020,janeiro,2
Espírito Santo,Roubo seguido de morte (latrocínio),2020,fevereiro,2
Espírito Santo,Roubo seguido de morte (latrocínio),2020,março,5
Goiás,Homicídio doloso,2015,janeiro,208
Goiás,Homicídio doloso,2015,fevereiro,203
Goiás,Homicídio doloso,2015,março,225
Goiás,Homicídio doloso,2015,abril,260
Goiás,Homicídio doloso,2015,maio,223
Goiás,Homicídio doloso,2015,junho,209
Goiás,Homicídio doloso,2015,julho,236
Goiás,Homicídio doloso,2015,agosto,212
Goiás,Homicídio doloso,2015,setembro,227
Goiás,Homicídio doloso,2015,outubro,253
Goiás,Homicídio doloso,2015,novembro,247
Goiás,Homicídio doloso,2015,dezembro,233
Goiás,Homicídio doloso,2016,janeiro,260
Goiás,Homicídio doloso,2016,fevereiro,250
Goiás,Homicídio doloso,2016,março,232
Goiás,Homicídio doloso,2016,abril,222
Goiás,Homicídio doloso,2016,maio,208
Goiás,Homicídio doloso,2016,junho,179
Goiás,Homicídio doloso,2016,julho,182
Goiás,Homicídio doloso,2016,agosto,190
Goiás,Homicídio doloso,2016,setembro,206
Goiás,Homicídio doloso,2016,outubro,231
Goiás,Homicídio doloso,2016,novembro,203
Goiás,Homicídio doloso,2016,dezembro,213
Goiás,Homicídio doloso,2017,janeiro,210
Goiás,Homicídio doloso,2017,fevereiro,179
Goiás,Homicídio doloso,2017,março,196
Goiás,Homicídio doloso,2017,abril,240
Goiás,Homicídio doloso,2017,maio,183
Goiás,Homicídio doloso,2017,junho,160
Goiás,Homicídio doloso,2017,julho,193
Goiás,Homicídio doloso,2017,agosto,198
Goiás,Homicídio doloso,2017,setembro,182
Goiás,Homicídio doloso,2017,outubro,200
Goiás,Homicídio doloso,2017,novembro,151
Goiás,Homicídio doloso,2017,dezembro,163
Goiás,Homicídio doloso,2018,janeiro,170
Goiás,Homicídio doloso,2018,fevereiro,173
Goiás,Homicídio doloso,2018,março,184
Goiás,Homicídio doloso,2018,abril,187
Goiás,Homicídio doloso,2018,maio,162
Goiás,Homicídio doloso,2018,junho,172
Goiás,Homicídio doloso,2018,julho,167
Goiás,Homicídio doloso,2018,agosto,150
Goiás,Homicídio doloso,2018,setembro,177
Goiás,Homicídio doloso,2018,outubro,172
Goiás,Homicídio doloso,2018,novembro,129
Goiás,Homicídio doloso,2018,dezembro,182
Goiás,Homicídio doloso,2019,janeiro,180
Goiás,Homicídio doloso,2019,fevereiro,151
Goiás,Homicídio doloso,2019,março,160
Goiás,Homicídio doloso,2019,abril,159
Goiás,Homicídio doloso,2019,maio,147
Goiás,Homicídio doloso,2019,junho,107
Goiás,Homicídio doloso,2019,julho,119
Goiás,Homicídio doloso,2019,agosto,123
Goiás,Homicídio doloso,2019,setembro,115
Goiás,Homicídio doloso,2019,outubro,113
Goiás,Homicídio doloso,2019,novembro,130
Goiás,Homicídio doloso,2019,dezembro,123
Goiás,Homicídio doloso,2020,janeiro,142
Goiás,Homicídio doloso,2020,fevereiro,132
Goiás,Homicídio doloso,2020,março,118
Goiás,Lesão corporal seguida de morte,2015,janeiro,13
Goiás,Lesão corporal seguida de morte,2015,fevereiro,0
Goiás,Lesão corporal seguida de morte,2015,março,0
Goiás,Lesão corporal seguida de morte,2015,abril,1
Goiás,Lesão corporal seguida de morte,2015,maio,0
Goiás,Lesão corporal seguida de morte,2015,junho,1
Goiás,Lesão corporal seguida de morte,2015,julho,0
Goiás,Lesão corporal seguida de morte,2015,agosto,1
Goiás,Lesão corporal seguida de morte,2015,setembro,2
Goiás,Lesão corporal seguida de morte,2015,outubro,2
Goiás,Lesão corporal seguida de morte,2015,novembro,3
Goiás,Lesão corporal seguida de morte,2015,dezembro,3
Goiás,Lesão corporal seguida de morte,2016,janeiro,0
Goiás,Lesão corporal seguida de morte,2016,fevereiro,1
Goiás,Lesão corporal seguida de morte,2016,março,0
Goiás,Lesão corporal seguida de morte,2016,abril,5
Goiás,Lesão corporal seguida de morte,2016,maio,2
Goiás,Lesão corporal seguida de morte,2016,junho,3
Goiás,Lesão corporal seguida de morte,2016,julho,2
Goiás,Lesão corporal seguida de morte,2016,agosto,1
